HpoCode	ICD	ICDdescription	HpoDescription	PheCode	PheCodeDescription	version	cluster	subset
HP:0002015	R13.12	Dysphagia, oropharyngeal phase	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	787.2	Dysphagia	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.2	Dysphagia	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	787.22	Dysphagia, oropharyngeal phase	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.22	Dysphagia, oropharyngeal phase	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	787.23	Dysphagia, pharyngeal phase	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.23	Dysphagia, pharyngeal phase	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	R13	Aphagia and dysphagia	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13	Aphagia and dysphagia	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	R13.0	Inability to swallow	Dysphagia	532	Dysphagia	10	4	Adults
HP:0002015	R13.0	Inability to swallow	Dysphagia	532	Dysphagia	10	5	Adults
HP:0002015	787.20	Dysphagia NOS	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.20	Dysphagia NOS	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	787.21	Dysphagia, oral phase	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.21	Dysphagia, oral phase	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002015	787.29	Other dysphagia	Dysphagia	532	Dysphagia	9	4	Adults
HP:0002015	787.29	Other dysphagia	Dysphagia	532	Dysphagia	9	5	Adults
HP:0002019	564.09	Other constipation	Constipation	563	Constipation	9	3	Pediatric
HP:0002019	K59.01	Slow transit constipation	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	K59.02	Outlet dysfunction constipation	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	564.01	Slow transit constipation	Constipation	563	Constipation	9	3	Pediatric
HP:0002019	K59.09	Other constipation	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	K59.0	Constipation	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	K59.00	Constipation, unspecified	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	564.0	Constipation	Constipation	563	Constipation	9	3	Pediatric
HP:0002019	564.02	Outlet dysfunction constipation	Constipation	563	Constipation	9	3	Pediatric
HP:0002019	K59.03	Drug induced constipation	Constipation	563	Constipation	10	3	Pediatric
HP:0002019	564.00	Constipation NOS	Constipation	563	Constipation	9	3	Pediatric
HP:0002020	K21	Gastro-esophageal reflux disease	Gastroesophageal reflux	530.11	GERD	10	2	Pediatric
HP:0002020	K21	Gastro-esophageal reflux disease	Gastroesophageal reflux	530.11	GERD	10	3	Pediatric
HP:0002020	K21	Gastro-esophageal reflux disease	Gastroesophageal reflux	530.11	GERD	10	1	Adults
HP:0002020	K21.9	Gastro-esophageal reflux disease without esophagitis	Gastroesophageal reflux	530.11	GERD	10	2	Pediatric
HP:0002020	K21.9	Gastro-esophageal reflux disease without esophagitis	Gastroesophageal reflux	530.11	GERD	10	3	Pediatric
HP:0002020	K21.9	Gastro-esophageal reflux disease without esophagitis	Gastroesophageal reflux	530.11	GERD	10	1	Adults
HP:0002020	530.81	Esophageal reflux	Gastroesophageal reflux	530.11	GERD	9	2	Pediatric
HP:0002020	530.81	Esophageal reflux	Gastroesophageal reflux	530.11	GERD	9	3	Pediatric
HP:0002020	530.81	Esophageal reflux	Gastroesophageal reflux	530.11	GERD	9	1	Adults
HP:0002027	R10.12	Left upper quadrant pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.826	Epigastric rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.823	Right lower quadrant rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.9	Unspecified abdominal pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.827	Generalized rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.821	Right upper quadrant rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.822	Left upper quadrant rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.829	Rebound abdominal tenderness, unspecified site	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.84	Generalized abdominal pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.825	Periumbilic rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	789.69	Abdominal tenderness, other specified site; multiple sites	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.64	Abdominal tenderness, left lower quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	R10.824	Left lower quadrant rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.11	Right upper quadrant pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.815	Periumbilic abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.1	Pain localized to upper abdomen	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.10	Upper abdominal pain, unspecified	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.3	Pain localized to other parts of lower abdomen	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.30	Lower abdominal pain, unspecified	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.31	Right lower quadrant pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.32	Left lower quadrant pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.33	Periumbilical pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.81	Abdominal tenderness NOS	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.811	Right upper quadrant abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.812	Left upper quadrant abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.813	Right lower quadrant abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.814	Left lower quadrant abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	789.07	Abdominal pain, generalized	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	R10.816	Epigastric abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.817	Generalized abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.819	Abdominal tenderness, unspecified site	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.82	Rebound abdominal tenderness	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	789.0	Abdominal pain	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.00	Abdominal pain, unspecified site	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.01	Abdominal pain, right upper quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.02	Abdominal pain, left upper quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.03	Abdominal pain, right lower quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.04	Abdominal pain, left lower quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.05	Abdominal pain, periumbilic	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.06	Abdominal pain, epigastric	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.61	Abdominal tenderness, right upper quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.09	Abdominal pain, other specified site; multiple sites	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.6	Abdominal tenderness	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.60	Abdominal tenderness, unspecified site	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.65	Abdominal tenderness, periumbilic	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.62	Abdominal tenderness, left upper quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.63	Abdominal tenderness, right lower quadrant	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	R10.0	Severe abdominal pain (generalized) (with abdominal rigidity)	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	R10.13	Epigastric pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002027	789.66	Abdominal tenderness, epigastric	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	789.67	Abdominal tenderness, generalized	Abdominal pain	785	Abdominal pain	9	3	Pediatric
HP:0002027	R10.2	Pelvic and perineal pain	Abdominal pain	785	Abdominal pain	10	3	Pediatric
HP:0002076	339.0	Cluster headaches and other trigeminal autonomic cephalgias	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.0	Cluster headaches and other trigeminal autonomic cephalgias	Migraine	340	Migraine	9	3	Adults
HP:0002076	339.03	Episodic paroxysmal hemicrania	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.03	Episodic paroxysmal hemicrania	Migraine	340	Migraine	9	3	Adults
HP:0002076	339.01	Episodic cluster headache	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.01	Episodic cluster headache	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.409	Hemiplegic migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.409	Hemiplegic migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.7	Transformed migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.7	Transformed migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.829	Menstrual migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.829	Menstrual migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	339.02	Chronic cluster headache	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.02	Chronic cluster headache	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.501	Perst migraine aura w/o cereb infrc, not ntrct, w stat migr	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.501	Perst migraine aura w/o cereb infrc, not ntrct, w stat migr	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.71	Chronic migraine without aura, with refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.71	Chronic migraine without aura, with refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	339.00	Cluster headache syndrome, unspecified	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.00	Cluster headache syndrome, unspecified	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.701	Chronic migraine without aura, not intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.701	Chronic migraine without aura, not intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.709	Chronic migraine without aura, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.709	Chronic migraine without aura, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.80	Other migraine, without refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.80	Other migraine, without refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.711	Chronic migraine without aura, intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.711	Chronic migraine without aura, intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.40	Hemiplegic migraine, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.40	Hemiplegic migraine, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.401	Hemiplegic migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.401	Hemiplegic migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.811	Other migraine, intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.811	Other migraine, intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.819	Other migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.819	Other migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.70	Chronic migraine without aura, without refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.70	Chronic migraine without aura, without refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.821	Menstrual migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.821	Menstrual migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.71	Chronic migraine without aura, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.71	Chronic migraine without aura, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.72	Chronic migraine without aura, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.72	Chronic migraine without aura, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.019	Migraine without aura, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.019	Migraine without aura, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	339.04	Chronic paroxysmal hemicrania	Migraine	340	Migraine	9	1	Adults
HP:0002076	339.04	Chronic paroxysmal hemicrania	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.10	Migraine without aura, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.10	Migraine without aura, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.11	Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.11	Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.801	Other migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.801	Other migraine, not intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.411	Hemiplegic migraine, intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.411	Hemiplegic migraine, intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.81	Other migraine, with refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.81	Other migraine, with refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.419	Hemiplegic migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.419	Hemiplegic migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.21	Variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.21	Variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.22	Variants of migraine, not elsewhere classified, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.22	Variants of migraine, not elsewhere classified, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.23	Variants of migraine, not elsewhere classified, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.23	Variants of migraine, not elsewhere classified, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.3	Hemiplegic migraine	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.3	Hemiplegic migraine	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.30	Hemiplegic migraine, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.30	Hemiplegic migraine, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.31	Hemiplegic migraine, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.31	Hemiplegic migraine, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.32	Hemiplegic migraine, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.32	Hemiplegic migraine, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.719	Chronic migraine without aura, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.719	Chronic migraine without aura, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.8	Other migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.8	Other migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.12	Migraine without aura, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.12	Migraine without aura, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.13	Migraine without aura, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.13	Migraine without aura, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.2	Variants of migraine, not elsewhere classified	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.2	Variants of migraine, not elsewhere classified	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.43	Menstrual migraine, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.43	Menstrual migraine, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.52	Persistent migraine aura without cerebral infarction, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.52	Persistent migraine aura without cerebral infarction, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.7	Chronic migraine without aura	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.7	Chronic migraine without aura	Migraine	340	Migraine	9	3	Adults
HP:0002076	G44.049	Chronic paroxysmal hemicrania, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.049	Chronic paroxysmal hemicrania, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.82	Pure menstrual migraine, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.82	Pure menstrual migraine, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.01	Migraine without aura, intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.01	Migraine without aura, intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.011	Migraine without aura, intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.011	Migraine without aura, intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.73	Chronic migraine without aura, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.73	Chronic migraine without aura, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.8	Other forms of migraine	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.8	Other forms of migraine	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.839	Menstrual migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.839	Menstrual migraine, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.40	Menstrual migraine, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.40	Menstrual migraine, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.41	Menstrual migraine, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.41	Menstrual migraine, with intractable migraine, so stated, without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.809	Other migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.809	Other migraine, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.909	Migraine, unspecified, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.909	Migraine, unspecified, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43	Migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43	Migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.0	Migraine without aura	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.0	Migraine without aura	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.00	Migraine without aura, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.00	Migraine without aura, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.001	Migraine without aura, not intractable, with status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.001	Migraine without aura, not intractable, with status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.009	Cluster headache syndrome, unspecified, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.009	Cluster headache syndrome, unspecified, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.01	Episodic cluster headache	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.01	Episodic cluster headache	Migraine	340	Migraine	10	3	Adults
HP:0002076	346	Migraine	Migraine	340	Migraine	9	1	Adults
HP:0002076	346	Migraine	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.4	Sporadic migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.4	Sporadic migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.C	Periodic headache syndromes in child or adult	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.C	Periodic headache syndromes in child or adult	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.C0	Periodic headache syndromes in chld/adlt, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.C0	Periodic headache syndromes in chld/adlt, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.C1	Periodic headache syndromes in child or adult, with refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.C1	Periodic headache syndromes in child or adult, with refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.D	Abdominal migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.D	Abdominal migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.41	Hemiplegic migraine, intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.41	Hemiplegic migraine, intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.D1	Abdominal migraine, with refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.D1	Abdominal migraine, with refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.20	Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.20	Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G44.00	Migrainous neuralgia	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.00	Migrainous neuralgia	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.001	Cluster headache syndrome, unspecified, intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.001	Cluster headache syndrome, unspecified, intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.70	Chronic migraine without aura, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.70	Chronic migraine without aura, without mention of intractable migraine without mention of status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.009	Migraine without aura, not intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.009	Migraine without aura, not intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.011	Episodic cluster headache, intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.011	Episodic cluster headache, intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.019	Episodic cluster headache, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.019	Episodic cluster headache, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.33	Hemiplegic migraine, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.33	Hemiplegic migraine, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	346.4	Menstrual migraine	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.4	Menstrual migraine	Migraine	340	Migraine	9	3	Adults
HP:0002076	G44.029	Chronic cluster headache, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.029	Chronic cluster headache, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.03	Paroxysmal hemicrania NOS	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.03	Paroxysmal hemicrania NOS	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.42	Menstrual migraine, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.42	Menstrual migraine, without mention of intractable migraine with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G44.039	Episodic paroxysmal hemicrania, not intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.039	Episodic paroxysmal hemicrania, not intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.04	Chronic paroxysmal hemicrania	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.04	Chronic paroxysmal hemicrania	Migraine	340	Migraine	10	3	Adults
HP:0002076	G44.041	Chronic paroxysmal hemicrania, intractable	Migraine	340	Migraine	10	1	Adults
HP:0002076	G44.041	Chronic paroxysmal hemicrania, intractable	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.919	Migraine, unspecified, intractable, without status migrainosus	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.919	Migraine, unspecified, intractable, without status migrainosus	Migraine	340	Migraine	10	3	Adults
HP:0002076	G43.A0	Cyclical vomiting, without refractory migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.A0	Cyclical vomiting, without refractory migraine	Migraine	340	Migraine	10	3	Adults
HP:0002076	346.93	Migraine, unspecified, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	1	Adults
HP:0002076	346.93	Migraine, unspecified, with intractable migraine, so stated, with status migrainosus	Migraine	340	Migraine	9	3	Adults
HP:0002076	G43.B	Ophthalmoplegic migraine	Migraine	340	Migraine	10	1	Adults
HP:0002076	G43.B	Ophthalmoplegic migraine	Migraine	340	Migraine	10	3	Adults
